orderId,createdDate,vendorId,vendorName,customerNumber,invoiceNumber,invoiceDate,paymentAccount,status,orderTotal
468043,2026-02-24,21554,Kermit Lynch Wine Merchant,WVAND1,SI759220,2026-02-24,Accounts Payable,FINAL_REVIEW,764.0
